age,class of worker,detailed industry code,detailed occupation code,education,wage per hour,enroll in edu inst last wk,marital stat,major industry code,major occupation code,race,hispanic origin,sex,member of a labor union,reason for unemployment,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,region of previous residence,state of previous residence,detailed household and family stat,detailed household summary in household,instance weight,migration code-change in msa,migration code-change in reg,migration code-move within reg,live in this house 1 year ago,migration prev res in sunbelt,num persons worked for employer,family members under 18,country of birth father,country of birth mother,country of birth self,citizenship,own business or self employed code,fill inc questionnaire for veteran's admin,veterans benefits code,weeks worked in year,year,taxable income amount,key
26, Private,33,29, Associates degree-occup /vocational,0, Not in universe, Never married, Retail trade, Other service, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1895.67, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,162
72, Private,37,20, Some college but no degree,0, Not in universe, Married-civilian spouse present, Business and repair services, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder,1026.07, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Italy, Italy, United-States, Native- Born in the United States,0, No,1,40,95,0,163
22, Private,32,2, Some college but no degree,0, College or university, Never married, Wholesale trade, Executive admin and managerial, White, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,1928.3, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Guatemala, Guatemala, Guatemala, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0,164
24, Private,6,23, Associates degree-occup /vocational,1100, Not in universe, Never married, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2226.61, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Italy, Italy, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,165
81, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1056.14, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,166
16, Private,37,26, 9th grade,0, High school, Never married, Business and repair services, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2078.57, ?, ?, ?, Not in universe under 1 year old, ?,1, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,1,95,0,167
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1753.4, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, Italy, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,168
28, Federal government,43,7, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Never married, Education, Professional specialty, White, All other, Male, Yes, Not in universe, Children or Armed Forces,0,0,0, Single, South, Utah, Secondary individual, Nonrelative of householder,3395.58, MSA to MSA, Same county, Same county, No, Yes,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,0,169
38, Private,18,26, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Adm support including clerical, Other, Central or South American, Female, Not in universe, Not in universe, Full-time schedules,7298,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,516.39, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, Ecuador, Ecuador, Ecuador, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0,170
64, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1477.3, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Germany, Germany, Germany, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,0,171
37, Private,34,26, Associates degree-occup /vocational,560, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,3434.13, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, Germany, Germany, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,172
43, Federal government,50,21, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1589.4, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,173
5, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1651.53, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,174
46, Private,9,37, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,4, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1929.24, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,175
34, Private,36,27, High school graduate,0, Not in universe, Divorced, Private household services, Private household services, White, Mexican-American, Female, Not in universe, Re-entrant, Children or Armed Forces,0,0,0, Single, West, Colorado, Secondary individual, Nonrelative of householder,1329.22, MSA to MSA, Same county, Same county, No, No,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,176
27, Private,34,26, Some college but no degree,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,7, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1972.62, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0,177
60, Self-employed-not incorporated,33,16, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1373.15, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,51,95,0,178
29, Private,37,19, Some college but no degree,0, Not in universe, Never married, Business and repair services, Sales, Black, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Child 18+ never marr RP of subfamily, Child 18 or older,4458.53, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,179
76, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2100, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1037.25, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,180
73, Not in universe,0,0, Some college but no degree,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,2991.05, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,181
13, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2779.4, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,182
50, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1425.26, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,183
35, Private,33,16, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,15024,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,824.91, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,184
44, Local government,43,12, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1643.75, Nonmover, Nonmover, Nonmover, Yes, Not in universe,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,185
33, Private,34,23, High school graduate,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Adm support including clerical, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,289.6, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,186
41, Private,32,18, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1858.26, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,187
42, Private,33,37, High school graduate,450, Not in universe, Married-civilian spouse present, Retail trade, Machine operators assmblrs & inspctrs, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2282.57, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,20,95,0,188
15, Not in universe,0,0, 11th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Other Rel <18 never marr child of subfamily RP, Other relative of householder,1078.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,189
25, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,2426.74, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,8,95,0,190
36, Private,35,11, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Professional specialty, Black, All other, Female, Not in universe, Not in universe, PT for econ reasons usually PT,0,0,1000, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2657.58, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,191
34, Private,2,44, Associates degree-occup /vocational,0, Not in universe, Divorced, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,384.2, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,192
41, Self-employed-not incorporated,45,11, Doctorate degree(PhD EdD),0, Not in universe, Never married, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,453.68, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,193
43, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Abroad, Abroad, Householder, Householder,1990.24, Abroad to MSA, Abroad, Abroad, No, No,0, Not in universe, ?, ?, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0,194
43, Local government,43,30, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Education, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1005.69, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,195
65, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,703.36, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,196
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,856.52, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, Vietnam, Vietnam, Vietnam, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0,197
31, Private,1,44, High school graduate,0, Not in universe, Never married, Agriculture, Farming forestry and fishing, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Householder, Householder,2419.92, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,198
43, Private,41,8, Associates degree-academic program,1850, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,3036.87, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,199
47, Federal government,50,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, Other, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2435.08, Nonmover, Nonmover, Nonmover, Yes, Not in universe,1, Not in universe, Italy, Peru, Peru, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,0,200
41, Private,9,37, Some college but no degree,0, Not in universe, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1703.78, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,0,201
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,275.86, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,202
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2721.59, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,203
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1383.39, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, Puerto-Rico, Puerto-Rico, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,204
31, Private,37,26, Bachelors degree(BA AB BS),0, Not in universe, Married-spouse absent, Business and repair services, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Not in universe, Not in universe, Secondary individual, Nonrelative of householder,1444.01, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,205
4, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, ?, Child <18 never marr not in subfamily, Child under 18 never married,3438.89, MSA to nonMSA, Different county same state, Different county same state, No, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,206
7, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2391.17, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,207
63, Federal government,29,2, High school graduate,0, Not in universe, Widowed, Transportation, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,488.78, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,208
22, Private,37,34, Some college but no degree,0, Not in universe, Never married, Business and repair services, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,2127.92, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,39,95,0,209
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child under 18 of RP of unrel subfamily, Nonrelative of householder,581.34, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,210
15, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1932.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,211
39, Not in universe,0,0, 11th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1934.34, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,212
32, Private,33,19, Some college but no degree,830, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, No, Not in universe, Children or Armed Forces,0,0,45, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1690.3, Nonmover, Nonmover, Nonmover, Yes, Not in universe,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,213
34, Private,26,35, High school graduate,1925, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Precision production craft & repair, White, All other, Male, Yes, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,388.8, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,214
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1423.38, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,215
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2272.34, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,216
16, Not in universe,0,0, 9th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1024.34, ?, ?, ?, Not in universe under 1 year old, ?,2, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,13,95,0,217
46, Private,35,2, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,797.35, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, Outlying-U S (Guam USVI etc), ?, Outlying-U S (Guam USVI etc), Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,52,95,0,218
18, Not in universe,0,0, Some college but no degree,0, College or university, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,768.25, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Mexico, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0,219
70, Private,35,26, High school graduate,0, Not in universe, Widowed, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Householder, Householder,867.48, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,220
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1541.15, ?, ?, ?, Not in universe under 1 year old, ?,0, Father only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,221
35, Private,33,2, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Retail trade, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,358.55, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,222
27, Not in universe,0,0, High school graduate,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1075.1, Nonmover, Nonmover, Nonmover, Yes, Not in universe,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,16,94,0,223
57, Not in universe,0,0, 1st 2nd 3rd or 4th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Puerto Rican, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,796.41, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,0,95,0,224
42, Not in universe,0,0, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1315.61, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Yes,1,0,95,0,225
38, Self-employed-incorporated,37,2, Some college but no degree,0, Not in universe, Married-civilian spouse present, Business and repair services, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,20, Joint both under 65, Not in universe, Not in universe, Householder, Householder,512.15, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,226
6, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1067, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,227
11, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1200.5, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, Puerto-Rico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,228
26, Private,19,31, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Other service, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Midwest, Kentucky, Householder, Householder,605.73, NonMSA to nonMSA, Same county, Same county, No, No,4, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0,229
